origin,destination,distance_km
Jeonbuk,WH_0394,198.2
Jeonbuk,WH_0395,171.43
Jeonbuk,WH_0396,212.91
Jeonbuk,WH_0397,179.88
Jeonbuk,WH_0398,190.43
Jeonbuk,WH_0399,200.27
Jeonbuk,WH_0400,211.58
Jeonbuk,WH_0401,196.55
Jeonbuk,WH_0402,193.53
Jeonbuk,WH_0403,192.46
Jeonbuk,WH_0404,220.12
Jeonbuk,WH_0405,208.3
Jeonbuk,WH_0406,181.5
Jeonbuk,WH_0407,231.71
Jeonbuk,WH_0408,216.6
Jeonbuk,WH_0409,211.54
Jeonbuk,WH_0410,205.76
Jeonbuk,WH_0411,198.04
Jeonbuk,WH_0412,206.44
Jeonbuk,WH_0413,215.88
Jeonbuk,WH_0414,186.83
Jeonbuk,WH_0415,194.61
Jeonbuk,WH_0416,181.33
Jeonbuk,WH_0417,202.73
Jeonbuk,WH_0418,193.56
Jeonbuk,WH_0419,215.92
Jeonbuk,WH_0420,200.93
Jeonbuk,WH_0421,193.56
Jeonbuk,WH_0422,207.62
Jeonbuk,WH_0423,161.2
Jeonbuk,WH_0424,217.45
Jeonbuk,WH_0425,203.76
Jeonbuk,WH_0426,205.94
Jeonbuk,WH_0427,193.54
Jeonbuk,WH_0428,71.58
Jeonbuk,WH_0429,100.03
Jeonbuk,WH_0430,81.15
Jeonbuk,WH_0431,50.52
Jeonbuk,WH_0432,81.16
Jeonbuk,WH_0433,58.94
Jeonbuk,WH_0434,65.89
Jeonbuk,WH_0435,93.31
Jeonbuk,WH_0436,104.24
Jeonbuk,WH_0437,92.38
Jeonbuk,WH_0438,87.68
Jeonbuk,WH_0439,88.03
Jeonbuk,WH_0440,86.25
Jeonbuk,WH_0441,200.94
Jeonbuk,WH_0442,176.59
Jeonbuk,WH_0443,190.35
Jeonbuk,WH_0444,212.9
Jeonbuk,WH_0445,181.66
Jeonbuk,WH_0446,218.85
Jeonbuk,WH_0447,184.12
Jeonbuk,WH_0448,189.74
Jeonbuk,WH_0449,194.91
Jeonbuk,WH_0450,210.55
Jeonbuk,WH_0451,205.32
Jeonbuk,WH_0452,208.34
Jeonbuk,WH_0453,194.8
Jeonbuk,WH_0454,176.15
Jeonbuk,WH_0455,185.05
Jeonbuk,WH_0456,204.74
Jeonbuk,WH_0457,195.92
Jeonbuk,WH_0458,197.02
Jeonbuk,WH_0459,191.08
Jeonbuk,WH_0460,235.29
Jeonbuk,WH_0461,193.88
Jeonbuk,WH_0462,186.98
Jeonbuk,WH_0463,178.39
Jeonbuk,WH_0464,186.7
Jeonbuk,WH_0465,212.72
Jeonbuk,WH_0466,185.47
Jeonbuk,WH_0467,186.7
Jeonbuk,WH_0468,181.55
Jeonbuk,WH_0469,215.52
Jeonbuk,WH_0470,185.37
Jeonbuk,WH_0471,177.45
Jeonbuk,WH_0472,210.09
Jeonbuk,WH_0473,195.53
Jeonbuk,WH_0474,186.05
Jeonbuk,WH_0475,199.52
Jeonbuk,WH_0476,181.67
Jeonbuk,WH_0477,198.37
Jeonbuk,WH_0478,210.6
Jeonbuk,WH_0479,208.09
Jeonbuk,WH_0480,178.79
Jeonbuk,WH_0481,158.63
Jeonbuk,WH_0482,190.75
Jeonbuk,WH_0483,202.23
Jeonbuk,WH_0484,189.13
Jeonbuk,WH_0485,179.34
Jeonbuk,WH_0486,205.55
Jeonbuk,WH_0487,186.99
Jeonbuk,WH_0488,188.61
Jeonbuk,WH_0489,172.03
Jeonbuk,WH_0490,219.38
Jeonbuk,WH_0491,195.81
Jeonbuk,WH_0492,197.94
Jeonbuk,WH_0493,197.23
Jeonbuk,WH_0494,201.34
Jeonbuk,WH_0495,203.64
Jeonbuk,WH_0496,211.56
Jeonbuk,WH_0497,220.11
Jeonbuk,WH_0498,164.54
Jeonbuk,WH_0499,226.85
Jeonbuk,WH_0500,200.58
Jeonbuk,WH_0501,181.69
Jeonbuk,WH_0502,168.39
Jeonbuk,WH_0503,182.96
Jeonbuk,WH_0504,187.65
Jeonbuk,WH_0505,190.45
Jeonbuk,WH_0506,179.9
Jeonbuk,WH_0507,161.02
Jeonbuk,WH_0508,202.94
Jeonbuk,WH_0509,184.61
Jeonbuk,WH_0510,197.7
Jeonbuk,WH_0511,177.24
Jeonbuk,WH_0512,166.2
Jeonbuk,WH_0513,168.29
Jeonbuk,WH_0514,198.61
Jeonbuk,WH_0515,185.3
Jeonbuk,WH_0516,179.12
Jeonbuk,WH_0517,189.44
Jeonbuk,WH_0518,181.17
Jeonbuk,WH_0519,178.07
Jeonbuk,WH_0520,193.57
Jeonbuk,WH_0521,207.74
Jeonbuk,WH_0522,195.42
Jeonbuk,WH_0523,190.42
Jeonbuk,WH_0524,159.26
Jeonbuk,WH_0525,192.21
Jeonbuk,WH_0526,180.05
Jeonbuk,WH_0527,186.58
Jeonbuk,WH_0528,209.07
Jeonbuk,WH_0529,213.85
Jeonbuk,WH_0530,195.41
Jeonbuk,WH_0531,202.06
Jeonbuk,WH_0532,167.48
Jeonbuk,WH_0533,172.57
Jeonbuk,WH_0534,187.22
Jeonbuk,WH_0535,216.62
Jeonbuk,WH_0536,185.4
Jeonbuk,WH_0537,211.77
Jeonbuk,WH_0538,181.63
Jeonbuk,WH_0539,179.26
Jeonbuk,WH_0540,192.57
Jeonbuk,WH_0541,184.0
Jeonbuk,WH_0542,184.76
Jeonbuk,WH_0543,200.04
Jeonbuk,WH_0544,189.33
Jeonbuk,WH_0545,190.78
Jeonbuk,WH_0546,170.64
Jeonbuk,WH_0547,226.29
Jeonbuk,WH_0548,197.16
Jeonbuk,WH_0549,177.16
Jeonbuk,WH_0550,180.85
Jeonbuk,WH_0551,174.45
Jeonbuk,WH_0552,173.29
Jeonbuk,WH_0553,215.17
Jeonbuk,WH_0554,198.66
Jeonbuk,WH_0555,233.06
Jeonbuk,WH_0556,202.0
Jeonbuk,WH_0557,195.68
Jeonbuk,WH_0558,187.43
Jeonbuk,WH_0559,197.55
Jeonbuk,WH_0560,187.97
Jeonbuk,WH_0561,175.15
Jeonbuk,WH_0562,211.58
Jeonbuk,WH_0563,209.28
Jeonbuk,WH_0564,197.39
Jeonbuk,WH_0565,200.75
Jeonbuk,WH_0566,188.5
Jeonbuk,WH_0567,198.64
Jeonbuk,WH_0568,194.58
Jeonbuk,WH_0569,212.25
Jeonbuk,WH_0570,196.39
Jeonbuk,WH_0571,183.57
Jeonbuk,WH_0572,201.67
Jeonbuk,WH_0573,182.02
Jeonbuk,WH_0574,206.97
Jeonbuk,WH_0575,200.07
Jeonbuk,WH_0576,176.56
Jeonbuk,WH_0577,180.0
Jeonbuk,WH_0578,183.63
Jeonbuk,WH_0579,189.88
Jeonbuk,WH_0580,204.56
Jeonbuk,WH_0581,176.93
Jeonbuk,WH_0582,187.65
Jeonbuk,WH_0583,199.86
Jeonbuk,WH_0584,199.82
Jeonbuk,WH_0585,142.66
Jeonbuk,WH_0586,212.26
Jeonbuk,WH_0587,203.03
Jeonbuk,WH_0588,202.53
Jeonbuk,WH_0589,196.86
Jeonbuk,WH_0590,160.82
Jeonbuk,WH_0591,183.19
Jeonbuk,WH_0592,209.86
Jeonbuk,WH_0593,186.41
Jeonbuk,WH_0594,175.78
Jeonbuk,WH_0595,167.58
Jeonbuk,WH_0596,206.39
Jeonbuk,WH_0597,205.13
Jeonbuk,WH_0598,190.37
Jeonbuk,WH_0599,151.13
Jeonbuk,WH_0600,209.08
Jeonbuk,WH_0601,193.34
Jeonbuk,WH_0602,187.85
Jeonbuk,WH_0603,188.18
Jeonbuk,WH_0604,199.09
Jeonbuk,WH_0605,180.17
Jeonbuk,WH_0606,188.04
Jeonbuk,WH_0607,197.5
Jeonbuk,WH_0608,175.91
Jeonbuk,WH_0609,200.63
Jeonbuk,WH_0610,205.73
Jeonbuk,WH_0611,180.54
Jeonbuk,WH_0612,216.99
Jeonbuk,WH_0613,187.61
Jeonbuk,WH_0614,188.84
Jeonbuk,WH_0615,202.62
Jeonbuk,WH_0616,172.04
Jeonbuk,WH_0617,232.87
Jeonbuk,WH_0618,187.16
Jeonbuk,WH_0619,175.5
Jeonbuk,WH_0620,204.25
Jeonbuk,WH_0621,203.91
Jeonbuk,WH_0622,182.25
Jeonbuk,WH_0623,168.45
Jeonbuk,WH_0624,192.66
Jeonbuk,WH_0625,192.23
Jeonbuk,WH_0626,177.58
Jeonbuk,WH_0627,193.63
Jeonbuk,WH_0628,193.11
Jeonbuk,WH_0629,184.56
Jeonbuk,WH_0630,198.71
Jeonbuk,WH_0631,202.66
Jeonbuk,WH_0632,173.07
Jeonbuk,WH_0633,188.76
Jeonbuk,WH_0634,189.48
Jeonbuk,WH_0635,184.92
Jeonbuk,WH_0636,200.79
Jeonbuk,WH_0637,187.53
Jeonbuk,WH_0638,211.54
Jeonbuk,WH_0639,167.42
Jeonbuk,WH_0640,198.75
Jeonbuk,WH_0641,222.85
Jeonbuk,WH_0642,181.67
Jeonbuk,WH_0643,182.18
Jeonbuk,WH_0644,190.19
Jeonbuk,WH_0645,177.01
Jeonbuk,WH_0646,196.62
Jeonbuk,WH_0647,172.65
Jeonbuk,WH_0648,182.98
Jeonbuk,WH_0649,184.09
Jeonbuk,WH_0650,186.59
Jeonbuk,WH_0651,203.28
Jeonbuk,WH_0652,216.88
Jeonbuk,WH_0653,164.12
Jeonbuk,WH_0654,201.9
Jeonbuk,WH_0655,173.69
Jeonbuk,WH_0656,174.84
Jeonbuk,WH_0657,194.63
Jeonbuk,WH_0658,171.38
Jeonbuk,WH_0659,174.26
Jeonbuk,WH_0660,206.32
Jeonbuk,WH_0661,167.6
Jeonbuk,WH_0662,199.7
Jeonbuk,WH_0663,149.43
Jeonbuk,WH_0664,201.45
Jeonbuk,WH_0665,205.78
Jeonbuk,WH_0666,195.67
Jeonbuk,WH_0667,196.16
Jeonbuk,WH_0668,190.05
Jeonbuk,WH_0669,200.69
Jeonbuk,WH_0670,196.57
Jeonbuk,WH_0671,209.44
Jeonbuk,WH_0672,201.0
Jeonbuk,WH_0673,185.99
Jeonbuk,WH_0674,207.7
Jeonbuk,WH_0675,179.21
Jeonbuk,WH_0676,215.98
Jeonbuk,WH_0677,207.06
Jeonbuk,WH_0678,201.72
Jeonbuk,WH_0679,201.01
Jeonbuk,WH_0680,205.38
Jeonbuk,WH_0681,196.42
Jeonbuk,WH_0682,200.5
Jeonbuk,WH_0683,180.2
Jeonbuk,WH_0684,205.3
Jeonbuk,WH_0685,193.06
Jeonbuk,WH_0686,186.93
Jeonbuk,WH_0687,186.43
Jeonbuk,WH_0688,188.02
Jeonbuk,WH_0689,199.76
Jeonbuk,WH_0690,182.51
Jeonbuk,WH_0691,198.48
Jeonbuk,WH_0692,208.57
Jeonbuk,WH_0693,202.05
Jeonbuk,WH_0694,203.25
Jeonbuk,WH_0695,211.93
Jeonbuk,WH_0696,191.22
Jeonbuk,WH_0697,172.06
Jeonbuk,WH_0698,208.58
Jeonbuk,WH_0699,179.95
Jeonbuk,WH_0700,211.44
Jeonbuk,WH_0701,195.29
Jeonbuk,WH_0702,214.58
Jeonbuk,WH_0703,185.28
Jeonbuk,WH_0704,176.63
Jeonbuk,WH_0705,190.5
Jeonbuk,WH_0706,178.85
Jeonbuk,WH_0707,159.12
Jeonbuk,WH_0708,180.55
Jeonbuk,WH_0709,174.3
Jeonbuk,WH_0710,191.16
Jeonbuk,WH_0711,181.83
Jeonbuk,WH_0712,211.52
Jeonbuk,WH_0713,202.89
Jeonbuk,WH_0714,214.99
Jeonbuk,WH_0715,208.76
Jeonbuk,WH_0716,197.95
Jeonbuk,WH_0717,211.66
Jeonbuk,WH_0718,188.28
Jeonbuk,WH_0719,200.69
Jeonbuk,WH_0720,187.41
Jeonbuk,WH_0721,190.65
Jeonbuk,WH_0722,185.05
Jeonbuk,WH_0723,181.67
Jeonbuk,WH_0724,212.21
Jeonbuk,WH_0725,183.82
Jeonbuk,WH_0726,186.03
Jeonbuk,WH_0727,174.67
Jeonbuk,WH_0728,181.56
Jeonbuk,WH_0729,182.5
Jeonbuk,WH_0730,199.35
Jeonbuk,WH_0731,197.32
Jeonbuk,WH_0732,204.65
Jeonbuk,WH_0733,202.22
Jeonbuk,WH_0734,229.11
Jeonbuk,WH_0735,198.25
Jeonbuk,WH_0736,213.36
Jeonbuk,WH_0737,187.0
Jeonbuk,WH_0738,177.64
Jeonbuk,WH_0739,184.96
Jeonbuk,WH_0740,159.94
Jeonbuk,WH_0741,187.74
Jeonbuk,WH_0742,204.23
Jeonbuk,WH_0743,205.19
Jeonbuk,WH_0744,206.7
Jeonbuk,WH_0745,171.88
Jeonbuk,WH_0746,209.88
Jeonbuk,WH_0747,200.67
Jeonbuk,WH_0748,186.95
Jeonbuk,WH_0749,190.07
Jeonbuk,WH_0750,177.9
Jeonbuk,WH_0751,196.81
Jeonbuk,WH_0752,200.35
Jeonbuk,WH_0753,223.6
Jeonbuk,WH_0754,177.75
Jeonbuk,WH_0755,183.91
Jeonbuk,WH_0756,204.56
Jeonbuk,WH_0757,177.49
Jeonbuk,WH_0758,194.7
Jeonbuk,WH_0759,167.53
Jeonbuk,WH_0760,223.74
Jeonbuk,WH_0761,223.05
Jeonbuk,WH_0762,197.56
Jeonbuk,WH_0763,199.23
Jeonbuk,WH_0764,191.12
Jeonbuk,WH_0765,175.8
Jeonbuk,WH_0766,204.3
Jeonbuk,WH_0767,189.72
Jeonbuk,WH_0768,199.62
Jeonbuk,WH_0769,217.93
Jeonbuk,WH_0770,221.16
Jeonbuk,WH_0771,194.03
Jeonbuk,WH_0772,178.81
Jeonbuk,WH_0773,178.14
Jeonbuk,WH_0774,183.81
Jeonbuk,WH_0775,202.79
Jeonbuk,WH_0776,198.22
Jeonbuk,WH_0777,162.57
Jeonbuk,WH_0778,170.52
Jeonbuk,WH_0779,178.56
Jeonbuk,WH_0780,213.91
Jeonbuk,WH_0781,188.1
Jeonbuk,WH_0782,201.06
Jeonbuk,WH_0783,203.04
Jeonbuk,WH_0784,204.58
Jeonbuk,WH_0785,196.59
Jeonbuk,WH_0786,202.03
Jeonbuk,WH_0787,197.42
Jeonbuk,WH_0788,201.57
Jeonbuk,WH_0789,197.06
Jeonbuk,WH_0790,203.36
Jeonbuk,WH_0791,176.11
Jeonbuk,WH_0792,177.7
Jeonbuk,WH_0793,194.1
Jeonbuk,WH_0794,217.56
Jeonbuk,WH_0795,183.04
Jeonbuk,WH_0796,206.44
Jeonbuk,WH_0797,170.27
Jeonbuk,WH_0798,177.12
Jeonbuk,WH_0799,203.4
Jeonbuk,WH_0800,200.41
Jeonbuk,WH_0801,194.63
Jeonbuk,WH_0802,160.3
Jeonbuk,WH_0803,192.42
Jeonbuk,WH_0804,185.74
Jeonbuk,WH_0805,197.67
Jeonbuk,WH_0806,168.54
Jeonbuk,WH_0807,174.16
Jeonbuk,WH_0808,190.03
Jeonbuk,WH_0809,207.21
Jeonbuk,WH_0810,214.14
Jeonbuk,WH_0811,226.94
Jeonbuk,WH_0812,208.92
Jeonbuk,WH_0813,190.45
Jeonbuk,WH_0814,217.75
Jeonbuk,WH_0815,194.8
Jeonbuk,WH_0816,204.88
Jeonbuk,WH_0817,222.71
Jeonbuk,WH_0818,221.29
Jeonbuk,WH_0819,211.61
Jeonbuk,WH_0820,187.09
Jeonbuk,WH_0821,199.1
Jeonbuk,WH_0822,181.95
Jeonbuk,WH_0823,219.01
Jeonbuk,WH_0824,199.13
Jeonbuk,WH_0825,149.22
Jeonbuk,WH_0826,173.6
Jeonbuk,WH_0827,224.4
Jeonbuk,WH_0828,188.77
Jeonbuk,WH_0829,193.18
Jeonbuk,WH_0830,203.19
Jeonbuk,WH_0831,204.98
Jeonbuk,WH_0832,204.84
Jeonbuk,WH_0833,182.49
Jeonbuk,WH_0834,178.75
Jeonbuk,WH_0835,182.72
Jeonbuk,WH_0836,187.31
Jeonbuk,WH_0837,204.61
Jeonbuk,WH_0838,173.22
Jeonbuk,WH_0839,176.44
Jeonbuk,WH_0840,195.9
Jeonbuk,WH_0841,182.85
Jeonbuk,WH_0842,179.07
Jeonbuk,WH_0843,186.27
Jeonbuk,WH_0844,236.48
Jeonbuk,WH_0845,187.24
Jeonbuk,WH_0846,180.41
Jeonbuk,WH_0847,188.22
Jeonbuk,WH_0848,191.98
Jeonbuk,WH_0849,200.21
Jeonbuk,WH_0850,159.12
Jeonbuk,WH_0851,188.31
Jeonbuk,WH_0852,222.56
Jeonbuk,WH_0853,206.36
Jeonbuk,WH_0854,181.31
Jeonbuk,WH_0855,186.77
Jeonbuk,WH_0856,224.54
Jeonbuk,WH_0857,193.94
Jeonbuk,WH_0858,172.84
Jeonbuk,WH_0859,180.08
Jeonbuk,WH_0860,181.4
Jeonbuk,WH_0861,173.88
Jeonbuk,WH_0862,181.53
Jeonbuk,WH_0863,211.25
Jeonbuk,WH_0864,197.5
Jeonbuk,WH_0865,197.5
Jeonbuk,WH_0866,178.33
Jeonbuk,WH_0867,182.17
Jeonbuk,WH_0868,181.75
Jeonbuk,WH_0869,174.62
Jeonbuk,WH_0870,185.51
Jeonbuk,WH_0871,182.66
Jeonbuk,WH_0872,182.09
Jeonbuk,WH_0873,186.07
Jeonbuk,WH_0874,159.01
Jeonbuk,WH_0875,214.71
Jeonbuk,WH_0876,219.28
Jeonbuk,WH_0877,189.78
Jeonbuk,WH_0878,194.5
Jeonbuk,WH_0879,182.52
Jeonbuk,WH_0880,211.12
Jeonbuk,WH_0881,181.55
Jeonbuk,WH_0882,221.52
Jeonbuk,WH_0883,196.71
Jeonbuk,WH_0884,203.27
Jeonbuk,WH_0885,193.53
Jeonbuk,WH_0886,199.58
Jeonbuk,WH_0887,204.84
Jeonbuk,WH_0888,209.3
Jeonbuk,WH_0889,180.98
Jeonbuk,WH_0890,187.79
Jeonbuk,WH_0891,201.56
Jeonbuk,WH_0892,172.82
Jeonbuk,WH_0893,185.82
Jeonbuk,WH_0894,205.29
Jeonbuk,WH_0895,181.67
Jeonbuk,WH_0896,190.77
Jeonbuk,WH_0897,176.57
Jeonbuk,WH_0898,177.89
Jeonbuk,WH_0899,196.1
Jeonbuk,WH_0900,193.25
Jeonbuk,WH_0901,176.09
Jeonbuk,WH_0902,196.72
Jeonbuk,WH_0903,200.81
Jeonbuk,WH_0904,214.08
Jeonbuk,WH_0905,162.23
Jeonbuk,WH_0906,190.98
Jeonbuk,WH_0907,217.74
Jeonbuk,WH_0908,186.14
Jeonbuk,WH_0909,193.58
Jeonbuk,WH_0910,186.16
Jeonbuk,WH_0911,190.73
Jeonbuk,WH_0912,170.9
Jeonbuk,WH_0913,208.34
Jeonbuk,WH_0914,211.29
Jeonbuk,WH_0915,184.85
Jeonbuk,WH_0916,143.87
Jeonbuk,WH_0917,210.3
Jeonbuk,WH_0918,208.0
Jeonbuk,WH_0919,195.65
Jeonbuk,WH_0920,189.2
Jeonbuk,WH_0921,197.15
Jeonbuk,WH_0922,198.07
Jeonbuk,WH_0923,175.13
Jeonbuk,WH_0924,192.83
Jeonbuk,WH_0925,200.61
Jeonbuk,WH_0926,186.98
Jeonbuk,WH_0927,167.35
Jeonbuk,WH_0928,184.23
Jeonbuk,WH_0929,182.81
Jeonbuk,WH_0930,185.72
Jeonbuk,WH_0931,188.8
Jeonbuk,WH_0932,201.94
Jeonbuk,WH_0933,196.89
Jeonbuk,WH_0934,219.86
Jeonbuk,WH_0935,185.38
Jeonbuk,WH_0936,201.05
Jeonbuk,WH_0937,211.47
Jeonbuk,WH_0938,172.64
Jeonbuk,WH_0939,193.96
Jeonbuk,WH_0940,191.19
Jeonbuk,WH_0941,190.91
Jeonbuk,WH_0942,215.05
Jeonbuk,WH_0943,190.78
Jeonbuk,WH_0944,210.13
Jeonbuk,WH_0945,180.39
Jeonbuk,WH_0946,201.9
Jeonbuk,WH_0947,171.69
Jeonbuk,WH_0948,172.65
Jeonbuk,WH_0949,186.74
Jeonbuk,WH_0950,217.8
Jeonbuk,WH_0951,198.77
Jeonbuk,WH_0952,201.08
Jeonbuk,WH_0953,191.76
Jeonbuk,WH_0954,188.23
Jeonbuk,WH_0955,193.2
Jeonbuk,WH_0956,175.96
Jeonbuk,WH_0957,202.79
Jeonbuk,WH_0958,182.65
Jeonbuk,WH_0959,178.32
Jeonbuk,WH_0960,179.14
Jeonbuk,WH_0961,142.84
Jeonbuk,WH_0962,162.21
Jeonbuk,WH_0963,213.96
Jeonbuk,WH_0964,198.0
Jeonbuk,WH_0965,169.61
Jeonbuk,WH_0966,193.8
Jeonbuk,WH_0967,177.6
Jeonbuk,WH_0968,202.47
Jeonbuk,WH_0969,166.19
Jeonbuk,WH_0970,202.45
Jeonbuk,WH_0971,172.54
Jeonbuk,WH_0972,211.46
Jeonbuk,WH_0973,211.37
Jeonbuk,WH_0974,210.21
Jeonbuk,WH_0975,163.19
Jeonbuk,WH_0976,159.63
Jeonbuk,WH_0977,195.5
Jeonbuk,WH_0978,210.89
Jeonbuk,WH_0979,181.1
Jeonbuk,WH_0980,202.04
Jeonbuk,WH_0981,222.81
Jeonbuk,WH_0982,218.59
Jeonbuk,WH_0983,181.36
Jeonbuk,WH_0984,207.6
Jeonbuk,WH_0985,194.32
Jeonbuk,WH_0986,213.83
Jeonbuk,WH_0987,181.73
Jeonbuk,WH_0988,221.04
Jeonbuk,WH_0989,206.03
Jeonbuk,WH_0990,206.87
Jeonbuk,WH_0991,167.48
Jeonbuk,WH_0992,205.14
Jeonbuk,WH_0993,192.59
Jeonbuk,WH_0994,197.92
Jeonbuk,WH_0995,197.8
Jeonbuk,WH_0996,183.29
Jeonbuk,WH_0997,187.62
Jeonbuk,WH_0998,212.27
Jeonbuk,WH_0999,176.14
Jeonbuk,WH_1000,201.6
Jeonbuk,WH_1001,207.66
Jeonbuk,WH_1002,216.66
Jeonbuk,WH_1003,194.12
Jeonbuk,WH_1004,189.16
Jeonbuk,WH_1005,170.95
Jeonbuk,WH_1006,186.67
Jeonbuk,WH_1007,212.28
Jeonbuk,WH_1008,194.95
Jeonbuk,WH_1009,217.5
Jeonbuk,WH_1010,210.88
Jeonbuk,WH_1011,193.16
Jeonbuk,WH_1012,210.11
Jeonbuk,WH_1013,220.41
Jeonbuk,WH_1014,205.25
Jeonbuk,WH_1015,186.55
Jeonbuk,WH_1016,178.72
Jeonbuk,WH_1017,192.98
Jeonbuk,WH_1018,198.66
Jeonbuk,WH_1019,190.19
Jeonbuk,WH_1020,207.44
Jeonbuk,WH_1021,218.87
Jeonbuk,WH_1022,166.85
Jeonbuk,WH_1023,204.99
Jeonbuk,WH_1024,185.54
Jeonbuk,WH_1025,180.93
Jeonbuk,WH_1026,219.14
Jeonbuk,WH_1027,182.13
Jeonbuk,WH_1028,191.5
Jeonbuk,WH_1029,189.97
Jeonbuk,WH_1030,173.13
Jeonbuk,WH_1031,159.36
Jeonbuk,WH_1032,222.67
Jeonbuk,WH_1033,198.3
Jeonbuk,WH_1034,176.55
Jeonbuk,WH_1035,161.67
Jeonbuk,WH_1036,176.98
Jeonbuk,WH_1037,229.9
Jeonbuk,WH_1038,211.14
Jeonbuk,WH_1039,178.22
Jeonbuk,WH_1040,191.29
Jeonbuk,WH_1041,190.03
Jeonbuk,WH_1042,170.14
Jeonbuk,WH_1043,228.13
Jeonbuk,WH_1044,201.23
Jeonbuk,WH_1045,195.9
Jeonbuk,WH_1046,193.01
Jeonbuk,WH_1047,179.44
Jeonbuk,WH_1048,176.56
Jeonbuk,WH_1049,205.71
Jeonbuk,WH_1050,181.41
Jeonbuk,WH_1051,199.42
Jeonbuk,WH_1052,209.48
Jeonbuk,WH_1053,201.67
Jeonbuk,WH_1054,214.75
Jeonbuk,WH_1055,230.84
Jeonbuk,WH_1056,168.04
Jeonbuk,WH_1057,192.6
Jeonbuk,WH_1058,219.15
Jeonbuk,WH_1059,188.03
Jeonbuk,WH_1060,183.61
Jeonbuk,WH_1061,188.17
Jeonbuk,WH_1062,227.79
Jeonbuk,WH_1063,189.69
Jeonbuk,WH_1064,222.97
Jeonbuk,WH_1065,192.11
Jeonbuk,WH_1066,192.66
Jeonbuk,WH_1067,189.74
Jeonbuk,WH_1068,172.48
Jeonbuk,WH_1069,204.98
Jeonbuk,WH_1070,213.66
Jeonbuk,WH_1071,185.34
Jeonbuk,WH_1072,187.71
Jeonbuk,WH_1073,173.56
Jeonbuk,WH_1074,189.18
Jeonbuk,WH_1075,205.65
Jeonbuk,WH_1076,190.23
Jeonbuk,WH_1077,209.71
Jeonbuk,WH_1078,191.24
Jeonbuk,WH_1079,196.59
Jeonbuk,WH_1080,186.28
Jeonbuk,WH_1081,217.37
Jeonbuk,WH_1082,197.77
Jeonbuk,WH_1083,209.98
Jeonbuk,WH_1084,148.35
Jeonbuk,WH_1085,179.71
Jeonbuk,WH_1086,223.26
Jeonbuk,WH_1087,221.18
Jeonbuk,WH_1088,178.61
Jeonbuk,WH_1089,201.12
Jeonbuk,WH_1090,189.6
Jeonbuk,WH_1091,204.1
Jeonbuk,WH_1092,198.3
Jeonbuk,WH_1093,173.1
Jeonbuk,WH_1094,166.7
Jeonbuk,WH_1095,161.19
Jeonbuk,WH_1096,193.19
Jeonbuk,WH_1097,193.81
Jeonbuk,WH_1098,213.43
Jeonbuk,WH_1099,198.1
Jeonbuk,WH_1100,205.7
Jeonbuk,WH_1101,197.14
Jeonbuk,WH_1102,194.59
Jeonbuk,WH_1103,175.98
Jeonbuk,WH_1104,218.73
Jeonbuk,WH_1105,190.42
Jeonbuk,WH_1106,180.17
Jeonbuk,WH_1107,210.41
Jeonbuk,WH_1108,171.27
Jeonbuk,WH_1109,178.46
Jeonbuk,WH_1110,186.08
Jeonbuk,WH_1111,225.18
Jeonbuk,WH_1112,176.83
Jeonbuk,WH_1113,168.31
Jeonbuk,WH_1114,192.86
Jeonbuk,WH_1115,204.62
Jeonbuk,WH_1116,190.2
Jeonbuk,WH_1117,169.89
Jeonbuk,WH_1118,198.1
Jeonbuk,WH_1119,179.89
Jeonbuk,WH_1120,182.64
Jeonbuk,WH_1121,189.53
Jeonbuk,WH_1122,195.1
Jeonbuk,WH_1123,190.54
Jeonbuk,WH_1124,186.58
Jeonbuk,WH_1125,175.99
Jeonbuk,WH_1126,196.94
Jeonbuk,WH_1127,199.47
Jeonbuk,WH_1128,178.25
Jeonbuk,WH_1129,188.8
Jeonbuk,WH_1130,227.22
Jeonbuk,WH_1131,198.29
Jeonbuk,WH_1132,172.94
Jeonbuk,WH_1133,189.92
Jeonbuk,WH_1134,203.9
Jeonbuk,WH_1135,190.53
Jeonbuk,WH_1136,192.35
Jeonbuk,WH_1137,172.14
Jeonbuk,WH_1138,213.04
Jeonbuk,WH_1139,232.88
Jeonbuk,WH_1140,190.29
Jeonbuk,WH_1141,214.1
Jeonbuk,WH_1142,185.06
Jeonbuk,WH_1143,206.32
Jeonbuk,WH_1144,213.82
Jeonbuk,WH_1145,189.87
Jeonbuk,WH_1146,214.61
Jeonbuk,WH_1147,165.35
Jeonbuk,WH_1148,159.89
Jeonbuk,WH_1149,250.84
Jeonbuk,WH_1150,192.42
Jeonbuk,WH_1151,161.53
Jeonbuk,WH_1152,202.19
Jeonbuk,WH_1153,168.62
Jeonbuk,WH_1154,174.9
Jeonbuk,WH_1155,204.21
Jeonbuk,WH_1156,188.01
Jeonbuk,WH_1157,181.09
Jeonbuk,WH_1158,192.39
Jeonbuk,WH_1159,156.3
Jeonbuk,WH_1160,165.9
Jeonbuk,WH_1161,211.2
Jeonbuk,WH_1162,159.46
Jeonbuk,WH_1163,195.93
Jeonbuk,WH_1164,189.68
Jeonbuk,WH_1165,195.17
Jeonbuk,WH_1166,214.41
Jeonbuk,WH_1167,206.96
Jeonbuk,WH_1168,176.17
Jeonbuk,WH_1169,158.91
Jeonbuk,WH_1170,189.67
