lane_id,distance_km,delayed_shipments,penalty_cost_usd
Jeonnam-WH_1272,285.5,1,847.84
Jeonnam-WH_1273,305.01,17,897.58
Jeonnam-WH_1274,310.18,5,1040.75
Jeonnam-WH_1275,305.52,18,750.43
Jeonnam-WH_1276,277.03,3,903.71
Jeonnam-WH_1277,260.69,19,457.76
Jeonnam-WH_1278,301.47,14,1201.06
Jeonnam-WH_1279,285.82,5,123.58
Jeonnam-WH_1280,293.74,12,918.22
Jeonnam-WH_1281,310.24,2,1029.61
Jeonnam-WH_1282,280.36,12,592.21
Jeonnam-WH_1283,277.52,16,714.01
Jeonnam-WH_1284,287.19,5,212.97
Jeonnam-WH_1285,290.06,6,1445.69
Jeonnam-WH_1286,315.32,14,1028.54
Jeonnam-WH_1287,283.03,2,1174.3
Jeonnam-WH_1288,307.73,17,1200.35
Jeonnam-WH_1289,286.89,2,1060.38
Jeonnam-WH_1290,288.58,17,1329.84
Jeonnam-WH_1291,294.0,17,1495.07
Jeonnam-WH_1292,244.95,6,661.98
Jeonnam-WH_1293,279.14,11,256.77
Jeonnam-WH_1294,305.76,5,1459.71
Jeonnam-WH_1295,302.87,8,1239.84
Jeonnam-WH_1296,277.82,19,1274.36
Jeonnam-WH_1297,288.37,5,1287.57
Jeonnam-WH_1298,255.86,14,810.99
Jeonnam-WH_1299,281.6,13,1463.66
Jeonnam-WH_1300,272.52,18,1314.97
Jeonnam-WH_1301,277.15,13,122.29
Jeonnam-WH_1302,295.09,14,1268.25
Jeonnam-WH_1303,316.23,18,1469.99
Jeonnam-WH_1304,276.94,6,1335.28
Jeonnam-WH_1305,280.02,2,549.74
Jeonnam-WH_1306,274.34,17,1166.15
Jeonnam-WH_1307,294.13,19,1232.8
Jeonnam-WH_1308,243.1,11,1258.24
Jeonnam-WH_1309,302.53,19,598.06
Jeonnam-WH_1310,296.96,5,920.64
Jeonnam-WH_1311,268.85,4,1075.24
Jeonnam-WH_1312,277.95,10,1120.22
Jeonnam-WH_1313,270.72,8,1420.54
Jeonnam-WH_1314,280.21,13,890.67
Jeonnam-WH_1315,289.1,10,929.0
Jeonnam-WH_1316,279.88,1,882.86
Jeonnam-WH_1317,250.22,2,109.81
Jeonnam-WH_1318,304.12,16,1108.17
Jeonnam-WH_1319,318.68,17,654.21
Jeonnam-WH_1320,284.44,7,1463.67
Jeonnam-WH_1321,278.23,16,133.95
Jeonnam-WH_1322,271.74,9,910.8
Jeonnam-WH_1323,310.79,7,1073.07
Jeonnam-WH_1324,300.56,19,1229.33
Jeonnam-WH_1325,284.75,4,1244.04
Jeonnam-WH_1326,324.23,8,1284.09
Jeonnam-WH_1327,305.17,13,593.26
Jeonnam-WH_1328,269.66,19,1162.58
Jeonnam-WH_1329,277.26,14,929.45
Jeonnam-WH_1330,275.09,15,772.44
Jeonnam-WH_1331,298.92,2,1110.77
Jeonnam-WH_1332,295.79,19,336.73
Jeonnam-WH_1333,271.1,2,141.55
Jeonnam-WH_1334,275.89,6,320.39
Jeonnam-WH_1335,253.59,11,410.92
Jeonnam-WH_1336,270.98,12,823.71
Jeonnam-WH_1337,319.14,14,1025.68
Jeonnam-WH_1338,301.58,19,962.52
Jeonnam-WH_1339,279.93,7,680.2
Jeonnam-WH_1340,298.15,6,250.11
Jeonnam-WH_1341,262.16,5,1396.35
Jeonnam-WH_1342,259.75,9,590.67
Jeonnam-WH_1343,269.18,14,1393.65
Jeonnam-WH_1344,262.56,1,1251.69
Jeonnam-WH_1345,262.56,2,801.4
Jeonnam-WH_1346,298.66,17,612.42
Jeonnam-WH_1347,284.83,14,372.11
Jeonnam-WH_1348,292.49,11,711.6
Jeonnam-WH_1349,271.6,12,1287.54
Jeonnam-WH_1350,281.44,15,587.92
Jeonnam-WH_1351,305.21,14,1420.75
Jeonnam-WH_1352,302.93,6,819.73
Jeonnam-WH_1353,314.24,5,914.61
Jeonnam-WH_1354,270.06,15,351.68
Jeonnam-WH_1355,293.53,15,123.0
Jeonnam-WH_1356,345.54,11,1442.64
Jeonnam-WH_1357,360.44,11,738.0
Jeonnam-WH_1358,358.59,6,256.98
Jeonnam-WH_1359,338.13,8,321.96
Jeonnam-WH_1360,328.36,18,433.0
Jeonnam-WH_1361,334.57,11,797.46
Jeonnam-WH_1362,357.0,6,704.45
Jeonnam-WH_1363,356.91,1,1397.82
Jeonnam-WH_1364,332.85,11,1088.87
Jeonnam-WH_1365,345.08,2,919.64
Jeonnam-WH_1366,342.61,2,617.49
Jeonnam-WH_1367,314.86,13,686.26
Jeonnam-WH_1368,351.11,12,754.41
Jeonnam-WH_1369,317.73,2,341.01
Jeonnam-WH_1370,333.09,8,646.63
Jeonnam-WH_1371,334.99,7,962.57
Jeonnam-WH_1372,335.58,5,538.66
Jeonnam-WH_1373,349.47,9,391.96
Jeonnam-WH_1374,359.04,14,1070.81
Jeonnam-WH_1375,353.2,4,337.01
Jeonnam-WH_1376,334.34,19,792.74
Jeonnam-WH_1377,356.98,17,1347.09
Jeonnam-WH_1378,349.76,6,187.3
Jeonnam-WH_1379,341.35,15,1087.0
Jeonnam-WH_1380,356.14,14,441.95
Jeonnam-WH_1381,318.87,2,158.98
Jeonnam-WH_1382,355.44,19,418.79
Jeonnam-WH_1383,331.21,3,838.67
Jeonnam-WH_1384,333.29,11,186.25
Jeonnam-WH_1385,325.97,14,958.87
Jeonnam-WH_1386,331.78,3,805.93
Jeonnam-WH_1387,307.99,14,1253.46
Jeonnam-WH_1388,333.58,5,1437.75
Jeonnam-WH_1389,362.35,5,1356.26
Jeonnam-WH_1390,347.71,6,352.35
Jeonnam-WH_1391,356.28,17,1206.22
Jeonnam-WH_1392,329.15,14,565.51
Jeonnam-WH_1393,358.81,1,1017.26
Jeonnam-WH_1394,341.93,2,203.81
Jeonnam-WH_1395,366.01,4,297.24
Jeonnam-WH_1396,317.52,1,423.54
Jeonnam-WH_1397,371.49,1,774.96
Jeonnam-WH_1398,361.06,1,1116.87
Jeonnam-WH_1399,359.9,10,180.44
Jeonnam-WH_1400,352.18,3,1150.96
Jeonnam-WH_1401,367.47,14,163.3
Jeonnam-WH_1402,351.1,13,361.73
Jeonnam-WH_1403,327.53,12,333.56
Jeonnam-WH_1404,346.04,5,1030.95
Jeonnam-WH_1405,338.31,10,538.93
Jeonnam-WH_1406,195.46,2,714.65
Jeonnam-WH_1407,205.7,3,105.16
Jeonnam-WH_1408,197.26,6,745.78
Jeonnam-WH_1409,192.65,2,1467.11
Jeonnam-WH_1410,179.56,9,845.41
Jeonnam-WH_1411,177.58,13,159.99
Jeonnam-WH_1412,210.08,5,474.52
Jeonnam-WH_1413,212.19,16,733.94
Jeonnam-WH_1414,217.41,15,952.17
Jeonnam-WH_1415,196.36,17,162.88
Jeonnam-WH_1416,208.36,2,854.05
Jeonnam-WH_1417,197.67,14,1242.08
Jeonnam-WH_1418,239.09,18,1464.33
Jeonnam-WH_1419,182.1,18,1406.19
Jeonnam-WH_1420,193.29,4,1232.29
Jeonnam-WH_1421,207.6,17,708.92
Jeonnam-WH_1422,192.06,12,307.38
Jeonnam-WH_1423,200.75,4,897.18
Jeonnam-WH_1424,229.93,1,885.86
Jeonnam-WH_1425,209.57,14,290.8
Jeonnam-WH_1426,202.08,5,1014.08
Jeonnam-WH_1427,226.93,6,1110.34
Jeonnam-WH_1428,185.77,3,595.28
Jeonnam-WH_1429,186.64,14,1343.05
Jeonnam-WH_1430,209.75,3,659.49
Jeonnam-WH_1431,187.9,14,383.39
Jeonnam-WH_1432,195.46,4,503.45
Jeonnam-WH_1433,225.38,5,606.21
Jeonnam-WH_1434,199.63,4,1070.53
Jeonnam-WH_1435,188.84,19,1372.4
Jeonnam-WH_1436,230.0,8,863.08
Jeonnam-WH_1437,202.58,9,346.6
Jeonnam-WH_1438,213.92,9,703.55
Jeonnam-WH_1439,221.22,6,925.95
Jeonnam-WH_1440,182.33,1,398.67
Jeonnam-WH_1441,206.28,16,126.54
Jeonnam-WH_1442,203.46,3,1305.36
Jeonnam-WH_1443,213.09,7,1099.28
Jeonnam-WH_1444,222.6,13,1296.87
Jeonnam-WH_1445,183.18,14,285.45
Jeonnam-WH_1446,211.84,6,696.39
Jeonnam-WH_1447,198.5,3,1369.45
Jeonnam-WH_1448,193.55,15,268.14
Jeonnam-WH_1449,215.79,9,391.08
Jeonnam-WH_1450,198.67,3,270.22
Jeonnam-WH_1451,190.09,5,1247.72
Jeonnam-WH_1452,220.58,5,375.91
Jeonnam-WH_1453,220.79,16,768.93
Jeonnam-WH_1454,194.23,3,177.58
Jeonnam-WH_1455,185.33,1,1492.89
Jeonnam-WH_1456,177.12,12,1108.23
Jeonnam-WH_1457,215.31,5,495.37
Jeonnam-WH_1458,226.2,12,376.62
Jeonnam-WH_1459,179.02,16,508.84
Jeonnam-WH_1460,197.22,5,298.74
Jeonnam-WH_1461,204.47,15,829.88
Jeonnam-WH_1462,236.06,1,1422.84
Jeonnam-WH_1463,203.58,1,212.08
Jeonnam-WH_1464,195.48,19,1415.04
Jeonnam-WH_1465,212.94,10,481.37
Jeonnam-WH_1466,226.83,17,168.31
Jeonnam-WH_1467,208.73,13,497.06
Jeonnam-WH_1468,187.63,6,709.72
Jeonnam-WH_1469,216.62,9,835.54
Jeonnam-WH_1470,205.11,13,1090.67
Jeonnam-WH_1471,223.96,5,1327.51
Jeonnam-WH_1472,210.49,15,1389.08
Jeonnam-WH_1473,176.77,2,1315.7
Jeonnam-WH_1474,208.84,1,1115.83
Jeonnam-WH_1475,197.99,15,803.61
Jeonnam-WH_1476,222.77,4,701.18
Jeonnam-WH_1477,181.82,8,990.34
Jeonnam-WH_1478,212.89,15,160.02
Jeonnam-WH_1479,223.39,12,1476.14
Jeonnam-WH_1480,199.37,1,640.45
Jeonnam-WH_1481,209.45,11,1391.73
Jeonnam-WH_1482,210.7,3,587.6
Jeonnam-WH_1483,213.77,17,289.74
Jeonnam-WH_1484,210.19,10,1089.33
Jeonnam-WH_1485,195.23,2,883.56
Jeonnam-WH_1486,199.89,11,721.55
Jeonnam-WH_1487,182.26,7,1425.42
Jeonnam-WH_1488,191.88,10,493.4
Jeonnam-WH_1489,171.16,4,744.6
Jeonnam-WH_1490,195.49,17,478.74
Jeonnam-WH_1491,183.92,15,1309.67
Jeonnam-WH_1492,179.43,3,515.01
Jeonnam-WH_1493,169.79,4,189.87
Jeonnam-WH_1494,180.42,12,160.04
Jeonnam-WH_1495,175.11,13,875.32
Jeonnam-WH_1496,206.56,16,107.72
Jeonnam-WH_1497,162.55,3,807.74
Jeonnam-WH_1498,192.4,17,901.75
Jeonnam-WH_1499,165.1,11,1098.54
Jeonnam-WH_1500,197.55,18,1306.08
Jeonnam-WH_1501,195.04,11,123.86
Jeonnam-WH_1502,197.36,2,462.44
Jeonnam-WH_1503,175.93,3,832.68
Jeonnam-WH_1504,192.62,6,1300.77
Jeonnam-WH_1505,230.47,3,671.26
Jeonnam-WH_1506,178.59,7,1450.61
Jeonnam-WH_1507,180.53,2,671.34
Jeonnam-WH_1508,188.92,19,613.31
Jeonnam-WH_1509,196.54,13,1387.63
Jeonnam-WH_1510,196.13,2,782.14
Jeonnam-WH_1511,162.49,4,403.74
Jeonnam-WH_1512,159.27,4,1401.92
Jeonnam-WH_1513,208.59,3,855.95
Jeonnam-WH_1514,151.83,8,352.92
Jeonnam-WH_1515,189.77,11,222.21
Jeonnam-WH_1516,169.17,4,303.95
Jeonnam-WH_1517,181.96,1,307.4
Jeonnam-WH_1518,184.18,9,231.47
Jeonnam-WH_1519,185.05,3,873.43
Jeonnam-WH_1520,166.09,14,206.11
Jeonnam-WH_1521,193.53,19,461.33
Jeonnam-WH_1522,186.58,3,638.82
Jeonnam-WH_1523,207.7,1,152.4
Jeonnam-WH_1524,184.96,18,1040.32
Jeonnam-WH_1525,203.23,9,1361.08
Jeonnam-WH_1526,176.46,5,166.74
Jeonnam-WH_1528,186.01,3,1169.49
Jeonnam-WH_1529,198.1,19,1479.95
Jeonnam-WH_1530,182.71,6,662.11
Jeonnam-WH_1531,175.71,17,955.58
Jeonnam-WH_1532,156.12,7,1097.81
Jeonnam-WH_1533,187.56,9,390.05
Jeonnam-WH_1534,209.01,13,636.76
Jeonnam-WH_1535,176.14,15,907.32
Jeonnam-WH_1536,192.56,6,1088.47
Jeonnam-WH_1537,200.11,14,141.26
Jeonnam-WH_1538,191.65,5,687.87
Jeonnam-WH_1539,170.72,6,1228.17
Jeonnam-WH_1540,196.2,4,181.08
Jeonnam-WH_1541,175.06,6,161.96
Jeonnam-WH_1542,187.7,11,563.18
Jeonnam-WH_1543,194.93,8,114.21
Jeonnam-WH_1544,169.45,12,458.41
Jeonnam-WH_1545,194.33,13,1073.81
Jeonnam-WH_1546,164.85,6,1460.89
Jeonnam-WH_1547,174.88,4,544.25
Jeonnam-WH_1548,189.33,18,841.12
Jeonnam-WH_1715,246.92,12,1316.95
Jeonnam-WH_1716,220.65,6,638.21
Jeonnam-WH_1717,238.59,18,739.48
Jeonnam-WH_1718,246.23,3,562.49
Jeonnam-WH_1719,260.59,15,255.15
Jeonnam-WH_1720,221.74,6,854.58
Jeonnam-WH_1721,247.08,14,1090.47
Jeonnam-WH_1722,241.19,2,1495.53
Jeonnam-WH_1723,252.55,16,251.72
Jeonnam-WH_1724,233.45,1,274.11
Jeonnam-WH_1725,256.2,8,597.06
Jeonnam-WH_1726,273.7,1,255.46
Jeonnam-WH_1727,244.79,14,1064.58
Jeonnam-WH_1728,245.84,13,1274.63
Jeonnam-WH_1729,238.9,8,718.5
Jeonnam-WH_1730,246.2,5,922.78
Jeonnam-WH_1731,255.85,9,847.64
Jeonnam-WH_1732,251.48,2,610.04
Jeonnam-WH_1733,246.28,11,1489.41
Jeonnam-WH_1734,250.2,17,687.36
Jeonnam-WH_1735,262.83,3,1437.17
Jeonnam-WH_1736,244.28,13,805.72
Jeonnam-WH_1737,277.26,2,1266.93
Jeonnam-WH_1738,228.43,9,1265.69
Jeonnam-WH_1739,254.59,15,1265.47
Jeonnam-WH_1740,240.53,9,569.07
Jeonnam-WH_1741,265.04,15,785.88
Jeonnam-WH_1742,232.88,7,1027.34
Jeonnam-WH_1743,241.17,7,694.47
Jeonnam-WH_1744,256.95,5,827.38
Jeonnam-WH_1745,251.42,1,387.05
Jeonnam-WH_1746,218.2,5,369.32
Jeonnam-WH_1747,257.45,3,1041.99
Jeonnam-WH_1748,263.37,16,984.98
Jeonnam-WH_1749,260.86,9,423.13
Jeonnam-WH_1750,224.23,15,386.57
Jeonnam-WH_1751,252.71,18,489.7
Jeonnam-WH_1752,252.73,3,1334.21
Jeonnam-WH_1753,245.8,18,1017.19
Jeonnam-WH_1754,253.2,2,723.92
Jeonnam-WH_1755,271.67,19,298.19
Jeonnam-WH_1756,233.38,15,974.05
Jeonnam-WH_1757,284.79,16,1012.18
Jeonnam-WH_1758,243.2,19,1261.09
Jeonnam-WH_1759,278.39,3,1451.75
Jeonnam-WH_1760,257.05,12,892.98
Jeonnam-WH_1761,253.0,5,432.11
Jeonnam-WH_1762,232.96,9,657.99
Jeonnam-WH_1763,255.98,13,1165.86
Jeonnam-WH_1764,242.91,6,265.15
Jeonnam-WH_1765,255.87,7,512.17
Jeonnam-WH_1766,259.87,16,1052.42
Jeonnam-WH_1767,244.03,17,1279.6
Jeonnam-WH_1768,235.4,5,1020.09
Jeonnam-WH_1769,242.97,17,120.3
Jeonnam-WH_1770,267.53,1,1477.39
Jeonnam-WH_1771,272.74,9,1368.31
Jeonnam-WH_1772,234.3,17,767.2
Jeonnam-WH_1773,277.54,7,700.47
Jeonnam-WH_1774,238.94,11,797.56
Jeonnam-WH_1775,248.06,13,802.4
Jeonnam-WH_1776,246.76,10,451.1
Jeonnam-WH_1777,245.76,3,354.68
Jeonnam-WH_1778,264.6,17,1254.64
Jeonnam-WH_1779,230.47,13,735.22
Jeonnam-WH_1780,255.65,14,921.51
Jeonnam-WH_1781,262.53,6,642.47
Jeonnam-WH_1782,218.59,1,714.74
Jeonnam-WH_1783,252.29,4,959.72
Jeonnam-WH_1784,219.17,1,570.18
Jeonnam-WH_1785,269.44,2,539.06
Jeonnam-WH_1786,253.55,4,708.6
Jeonnam-WH_1787,248.76,16,315.14
Jeonnam-WH_1788,245.51,2,227.01
Jeonnam-WH_1789,266.76,7,270.49
Jeonnam-WH_1790,259.13,4,702.78
Jeonnam-WH_1791,232.38,16,374.34
Jeonnam-WH_1792,222.87,16,177.11
Jeonnam-WH_1793,275.17,3,955.0
Jeonnam-WH_1794,248.76,1,1267.68
Jeonnam-WH_1795,230.97,6,525.26
Jeonnam-WH_1796,261.68,18,212.21
Jeonnam-WH_1797,239.86,15,1423.97
Jeonnam-WH_1798,227.04,2,610.35
Jeonnam-WH_1799,263.97,5,773.71
Jeonnam-WH_1800,199.03,16,864.73
Jeonnam-WH_1801,195.87,11,1101.7
Jeonnam-WH_1802,162.64,17,995.15
Jeonnam-WH_1803,155.28,18,1293.58
Jeonnam-WH_1808,179.91,1,305.97
Jeonnam-WH_1810,162.69,11,755.8
Jeonnam-WH_1811,152.48,3,419.76
Jeonnam-WH_1812,168.56,18,132.09
Jeonnam-WH_1813,183.06,8,1175.55
Jeonnam-WH_1814,168.37,7,213.72
Jeonnam-WH_1815,156.4,8,567.89
Jeonnam-WH_1816,166.55,14,790.95
Jeonnam-WH_1817,181.59,18,1146.29
Jeonnam-WH_1818,151.99,11,613.94
Jeonnam-WH_1819,152.04,9,1212.21
Jeonnam-WH_1820,158.05,19,860.94
Jeonnam-WH_1821,162.81,5,321.25
Jeonnam-WH_1822,166.79,11,786.37
Jeonnam-WH_1823,159.23,6,260.63
Jeonnam-WH_1824,157.17,2,715.93
Jeonnam-WH_1825,160.51,11,1071.82
Jeonnam-WH_1826,160.82,9,579.18
Jeonnam-WH_1828,153.46,2,270.09
Jeonnam-WH_1829,158.51,8,218.82
Jeonnam-WH_1830,164.67,19,1248.53
Jeonnam-WH_1832,167.29,4,1163.41
Jeonnam-WH_1834,168.79,5,148.5
Jeonnam-WH_1836,159.2,12,292.1
Jeonnam-WH_1838,170.55,3,441.07
Jeonnam-WH_1839,185.57,14,703.29
Jeonnam-WH_1841,163.31,17,1431.9
Jeonnam-WH_1842,201.03,19,1296.36
Jeonnam-WH_1843,154.09,18,136.37
Jeonnam-WH_1844,153.8,11,516.72
Jeonnam-WH_1845,167.88,5,198.94
Jeonnam-WH_1846,194.97,15,1273.04
Jeonnam-WH_1847,184.2,14,626.95
Jeonnam-WH_1849,159.73,19,426.39
Jeonnam-WH_1850,159.59,9,970.99
Jeonnam-WH_1851,172.81,16,1244.55
Jeonnam-WH_1852,154.13,15,165.82
Jeonnam-WH_1853,178.83,17,1003.32
Jeonnam-WH_1855,155.47,16,579.83
Jeonnam-WH_1856,152.5,4,448.87
Jeonnam-WH_1858,165.09,1,353.26
Jeonnam-WH_1859,167.11,7,1392.31
Jeonnam-WH_1860,161.36,17,1146.32
Jeonnam-WH_1861,150.4,14,320.68
Jeonnam-WH_1863,150.62,4,1434.79
Jeonnam-WH_1864,162.22,5,358.96
Jeonnam-WH_1865,150.08,8,863.66
Jeonnam-WH_1867,160.68,16,1129.57
Jeonnam-WH_1868,174.26,7,252.0
Jeonnam-WH_1869,160.88,13,1389.86
Jeonnam-WH_1872,160.15,15,135.1
Jeonnam-WH_1873,150.38,8,562.04
Jeonnam-WH_1875,175.37,9,976.81
Jeonnam-WH_1876,166.06,6,1268.81
Jeonnam-WH_1878,154.12,18,1182.76
Jeonnam-WH_1880,163.95,5,873.1
Jeonnam-WH_1881,171.78,19,397.13
Jeonnam-WH_1882,167.91,7,1448.44
Jeonnam-WH_1884,169.35,8,1316.12
Jeonnam-WH_1886,176.46,1,896.81
Jeonnam-WH_1888,178.07,15,473.25
Jeonnam-WH_1890,157.37,12,660.74
Jeonnam-WH_1892,156.48,5,783.3
Jeonnam-WH_1894,150.86,3,753.95
Jeonnam-WH_1895,173.79,4,1249.68
Jeonnam-WH_1896,157.2,15,1481.19
Jeonnam-WH_1897,185.76,13,1494.43
Jeonnam-WH_1898,174.67,15,1297.36
Jeonnam-WH_1899,180.09,3,629.24
Jeonnam-WH_1900,171.11,16,1490.66
Jeonnam-WH_1902,180.09,16,1387.42
Jeonnam-WH_1903,167.6,7,728.61
Jeonnam-WH_1904,194.1,19,794.09
Jeonnam-WH_1906,157.63,3,686.99
Jeonnam-WH_1907,150.09,13,517.41
Jeonnam-WH_1910,183.21,3,988.27
Jeonnam-WH_1911,177.13,19,134.12
Jeonnam-WH_1914,151.96,19,664.83
Jeonnam-WH_1915,156.18,18,1300.36
Jeonnam-WH_1916,157.38,4,1379.73
Jeonnam-WH_1917,154.39,8,330.38
Jeonnam-WH_1918,165.56,6,546.92
Jeonnam-WH_1919,150.7,9,1214.65
Jeonnam-WH_1920,176.69,17,521.52
Jeonnam-WH_1921,155.97,17,218.2
Jeonnam-WH_1922,155.8,17,248.96
Sejong-WH_0005,165.28,8,378.19
Sejong-WH_0018,161.0,19,438.56
Sejong-WH_0032,223.23,9,1266.99
Sejong-WH_0033,207.65,11,784.95
Sejong-WH_0034,226.25,5,454.77
Sejong-WH_0035,185.54,12,1079.49
Sejong-WH_0036,237.43,4,1431.77
Sejong-WH_0037,220.42,3,932.43
Sejong-WH_0038,215.13,3,286.3
Sejong-WH_0039,232.43,12,1000.05
Sejong-WH_0040,214.43,13,899.21
Sejong-WH_0041,249.75,18,265.74
Sejong-WH_0042,205.58,18,1121.87
Sejong-WH_0043,230.39,2,838.46
Sejong-WH_0044,223.36,13,1322.17
Sejong-WH_0045,227.78,8,1022.28
Sejong-WH_0046,219.26,6,424.84
Sejong-WH_0047,197.13,12,1208.16
Sejong-WH_0048,206.25,19,1142.54
Sejong-WH_0049,201.16,11,1476.52
Sejong-WH_0050,237.21,18,141.8
Sejong-WH_0051,229.09,5,401.8
Sejong-WH_0052,191.52,10,754.04
Sejong-WH_0053,186.87,5,1333.54
Sejong-WH_0054,238.27,16,910.56
Sejong-WH_0055,201.19,11,677.8
Sejong-WH_0056,217.24,9,225.77
Sejong-WH_0057,211.84,12,193.01
Sejong-WH_0058,204.73,4,421.06
Sejong-WH_0059,202.9,15,1039.46
Sejong-WH_0060,228.14,5,1366.46
Sejong-WH_0061,232.74,18,194.71
Sejong-WH_0062,224.54,19,413.0
Sejong-WH_0063,211.35,15,173.66
Sejong-WH_0064,209.09,8,347.75
Sejong-WH_0065,215.51,15,573.84
Sejong-WH_0066,202.63,16,631.68
Sejong-WH_0067,197.86,13,1383.51
Sejong-WH_0068,219.88,16,160.05
Sejong-WH_0069,213.31,11,1454.48
Sejong-WH_0070,202.95,3,752.3
Sejong-WH_0071,237.25,7,543.57
Sejong-WH_0072,227.14,12,918.42
Sejong-WH_0073,208.3,17,209.86
Sejong-WH_0074,201.45,17,398.33
Sejong-WH_0075,206.07,10,361.41
Sejong-WH_0076,210.02,6,1056.63
Sejong-WH_0077,227.03,11,751.56
Sejong-WH_0078,203.57,2,1410.32
Sejong-WH_0079,214.94,7,433.22
Sejong-WH_0080,228.65,9,277.19
Sejong-WH_0081,210.29,2,202.62
Sejong-WH_0082,213.42,8,309.39
Sejong-WH_0083,223.03,19,207.48
Sejong-WH_0084,203.66,6,612.21
Sejong-WH_0085,208.45,13,1111.47
Sejong-WH_0086,218.53,18,719.09
Sejong-WH_0087,192.68,8,932.73
Sejong-WH_0088,224.47,8,316.49
Sejong-WH_0089,222.7,13,699.64
Sejong-WH_0090,231.35,14,897.11
Sejong-WH_0091,225.82,17,1120.1
Sejong-WH_0092,231.27,11,155.29
Sejong-WH_0093,206.19,19,286.95
Sejong-WH_0094,230.11,9,1174.93
Sejong-WH_0095,208.5,6,725.71
Sejong-WH_0096,225.29,17,903.88
Sejong-WH_0097,235.12,18,247.01
Sejong-WH_0098,232.3,15,1421.7
Sejong-WH_0099,231.76,13,1348.35
Sejong-WH_0100,220.62,3,809.22
Sejong-WH_0101,210.57,14,730.3
Sejong-WH_0102,244.99,4,140.9
Sejong-WH_0103,244.73,19,878.41
Sejong-WH_0104,227.49,4,295.82
Sejong-WH_0105,216.94,7,433.04
Sejong-WH_0106,234.39,12,569.41
Sejong-WH_0107,210.86,3,341.02
Sejong-WH_0108,223.53,1,405.1
Sejong-WH_0109,209.98,16,108.04
Sejong-WH_0110,220.11,19,616.43
Sejong-WH_0111,221.47,7,1068.13
Sejong-WH_0112,188.24,19,1100.95
Sejong-WH_0113,251.68,17,890.56
Sejong-WH_0114,219.89,18,198.82
Sejong-WH_0115,192.77,15,1424.13
Sejong-WH_0116,213.52,18,1285.23
Sejong-WH_0117,230.15,14,1449.69
Sejong-WH_0118,219.5,12,965.51
Sejong-WH_0119,226.7,14,698.63
Sejong-WH_0120,187.12,4,906.96
Sejong-WH_0121,214.0,1,603.29
Sejong-WH_0122,243.7,10,1134.94
Sejong-WH_0123,219.65,3,909.97
Sejong-WH_0124,195.9,14,101.61
Sejong-WH_0125,216.53,19,225.38
Sejong-WH_0126,214.75,10,703.16
Sejong-WH_0127,209.55,3,336.22
Sejong-WH_0128,255.0,13,829.34
Sejong-WH_0129,216.04,3,1468.48
Sejong-WH_0130,212.41,2,807.7
Sejong-WH_0133,173.67,10,1018.66
Sejong-WH_0134,152.7,13,1365.98
Sejong-WH_0141,152.57,5,1414.25
Sejong-WH_0145,157.1,18,1151.11
Sejong-WH_0151,156.54,12,390.43
Sejong-WH_0162,159.02,12,1397.68
Sejong-WH_0166,150.61,12,1219.11
Sejong-WH_0198,150.92,6,811.7
Sejong-WH_0200,152.04,1,354.76
Sejong-WH_0202,150.4,16,1458.58
Sejong-WH_0225,154.2,2,1429.6
Sejong-WH_0277,154.41,2,1224.44
Sejong-WH_0280,150.61,4,887.36
Sejong-WH_0285,151.45,5,262.25
Sejong-WH_0296,151.16,19,343.59
Sejong-WH_0320,157.0,5,1122.73
Sejong-WH_0349,170.25,11,454.62
Sejong-WH_0350,154.84,14,1211.76
Sejong-WH_0351,151.59,18,933.09
Sejong-WH_0352,187.19,17,1358.54
Sejong-WH_0353,169.91,18,750.47
Sejong-WH_0355,150.88,9,385.27
Sejong-WH_0356,158.29,9,1327.32
Sejong-WH_0359,191.31,16,716.43
Sejong-WH_0360,160.37,2,625.21
Sejong-WH_0362,195.74,9,873.42
Sejong-WH_0363,175.43,3,1403.59
Sejong-WH_0366,168.62,10,205.12
Sejong-WH_0367,150.59,19,137.6
Sejong-WH_0368,174.83,10,523.44
Sejong-WH_0369,160.01,1,1334.55
Sejong-WH_0373,154.46,13,589.54
Sejong-WH_0374,158.6,18,938.2
Sejong-WH_0386,217.33,2,1320.2
Sejong-WH_0387,217.04,8,881.43
Sejong-WH_0388,213.08,10,1058.4
Sejong-WH_0389,230.9,4,306.43
Sejong-WH_0390,211.94,8,215.98
Sejong-WH_0391,193.29,17,1080.43
Sejong-WH_0392,209.61,14,594.08
Sejong-WH_0393,200.45,18,282.67
Sejong-WH_0394,199.98,19,637.33
Sejong-WH_0395,184.55,12,927.99
Sejong-WH_0396,222.18,16,1297.94
Sejong-WH_0397,197.0,4,108.67
Sejong-WH_0398,210.91,14,1153.13
Sejong-WH_0399,202.11,2,432.49
Sejong-WH_0400,220.58,8,598.9
Sejong-WH_0401,211.2,7,321.98
Sejong-WH_0402,203.16,17,326.94
Sejong-WH_0403,212.86,16,1224.61
Sejong-WH_0404,233.32,4,125.4
Sejong-WH_0405,219.09,14,546.7
Sejong-WH_0406,209.96,9,254.4
Sejong-WH_0407,244.66,1,353.99
Sejong-WH_0408,226.72,11,815.58
Sejong-WH_0409,209.94,15,1097.27
Sejong-WH_0410,214.4,1,1008.58
Sejong-WH_0411,217.09,14,303.53
Sejong-WH_0412,221.87,5,656.38
